feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PF05827	treatment_group	ApcMUT_HpWT	-0.152726856372577	0.310390284437039	9	9	0.637739955407505	0.775809969808628
PF05973	treatment_group	ApcMUT_HpWT	-0.172000765752549	0.349639832805713	9	9	0.637814431169074	0.775809969808628
PF00722	treatment_group	ApcMUT_HpWT	-0.294823816570604	0.599530275491843	9	9	0.637934727004763	0.775812089485072
PF03173	treatment_group	ApcMUT_HpWT	-0.304301198341912	0.619671227770035	9	9	0.638398091964232	0.776113477197178
PF03451	treatment_group	ApcMUT_HpWT	-0.178152116749575	0.36288225330228	9	9	0.63848709764102	0.776113477197178
PF17729	treatment_group	ApcMUT_HpWT	-0.208257825877806	0.424271146944726	9	2	0.63853834982115	0.776113477197178
PF00653	treatment_group	ApcMUT_HpWT	-0.115389940594593	0.235177552492647	9	9	0.638679513752745	0.776140898421163
PF02801	treatment_group	ApcMUT_HpWT	0.13948716100503	0.284655577182783	9	9	0.639102966973464	0.776148339093244
PF09007	treatment_group	ApcMUT_HpWT	-0.207603039869212	0.423785202633426	9	2	0.639199076916276	0.776148339093244
PF13167	treatment_group	ApcMUT_HpWT	0.242634141287998	0.495700043450701	9	9	0.639468406432723	0.776148339093244
PF13173	treatment_group	ApcMUT_HpWT	-0.203819277383686	0.416461519348218	9	9	0.639515868641622	0.776148339093244
PF14123	treatment_group	ApcMUT_HpWT	-0.27175260936919	0.555240879008984	9	9	0.639499249833643	0.776148339093244
PF14710	treatment_group	ApcMUT_HpWT	0.327279362904621	0.66857940157703	9	6	0.639443621116942	0.776148339093244
PF16360	treatment_group	ApcMUT_HpWT	0.242634141287998	0.495700043450701	9	9	0.639468406432723	0.776148339093244
PF01915	treatment_group	ApcMUT_HpWT	0.132706680598443	0.271785847121018	9	9	0.640277019050342	0.776928020149349
PF01553	treatment_group	ApcMUT_HpWT	0.0959965960158829	0.196736171358773	9	9	0.640499815407773	0.777054281058299
PF00273	treatment_group	ApcMUT_HpWT	0.270074626666022	0.555508900644487	9	8	0.64169304684632	0.777812043339849
PF00773	treatment_group	ApcMUT_HpWT	0.108646068135386	0.223488536478702	9	9	0.641718707517091	0.777812043339849
PF00847	treatment_group	ApcMUT_HpWT	-0.454935756006095	0.934918464376571	9	9	0.641403453687321	0.777812043339849
